id_nota,id_matricula,tipo_avaliacao,valor_nota
10059,9618,P1,8.6
10060,9618,P2,4.0
10061,3016,P1,9.0
10062,3016,P2,5.0
10063,6777,P1,6.9
10064,6777,P2,9.6
10065,6487,P1,4.0
10066,6487,P2,4.1
10067,4329,P1,9.2
10068,4329,P2,4.4
10069,2621,P1,7.1
10070,2621,P2,6.7
10071,3961,P1,6.8
10072,3961,P2,7.8
10073,7821,P1,8.4
10074,7821,P2,8.0
10075,9305,P1,6.5
10076,9305,P2,8.4
10077,1628,P1,5.2
10078,1628,P2,7.5
10079,9712,P1,9.2
10080,9712,P2,8.1
10081,5511,P1,8.9
10082,5511,P2,9.9
10083,5925,P1,7.3
10084,5925,P2,7.3
10085,2806,P1,3.1
10086,2806,P2,6.8
10087,4929,P1,8.2
10088,4929,P2,5.5
10089,5952,P1,6.9
10090,5952,P2,4.0
10091,7442,P1,3.6
10092,7442,P2,5.1
10093,432,P1,7.9
10094,432,P2,4.6
10095,300,P1,5.5
10096,300,P2,4.9
10097,3440,P1,4.8
10098,3440,P2,7.8
10099,5608,P1,3.5
10100,5608,P2,6.0
10101,6061,P1,3.5
10102,6061,P2,8.5
10103,6512,P1,9.3
10104,6512,P2,6.5
10105,3888,P1,5.2
10106,3888,P2,5.9
10107,3064,P1,5.1
10108,3064,P2,7.1
10109,115,P1,7.8
10110,115,P2,6.6
10111,414,P1,5.3
10112,414,P2,4.3
10113,5187,P1,3.9
10114,5187,P2,5.0
10115,265,P1,4.4
10116,265,P2,7.8
10117,479,P1,5.3
10118,479,P2,6.7
10119,2726,P1,5.1
10120,2726,P2,4.8
10121,2672,P1,6.7
10122,2672,P2,6.1
10123,3097,P1,8.5
10124,3097,P2,6.5
10125,440,P1,7.6
10126,440,P2,7.2
10127,2916,P1,3.8
10128,2916,P2,7.5
10129,6070,P1,6.0
10130,6070,P2,9.3
10131,5520,P1,4.1
10132,5520,P2,4.9
10133,1475,P1,7.7
10134,1475,P2,9.6
10135,9939,P1,7.4
10136,9939,P2,4.5
10137,9670,P1,3.2
10138,9670,P2,9.8
10139,7484,P1,9.4
10140,7484,P2,9.1
10141,1753,P1,3.3
10142,1753,P2,4.9
10143,9967,P1,4.0
10144,9967,P2,6.0
10145,4058,P1,8.8
10146,4058,P2,4.3
10147,6953,P1,8.4
10148,6953,P2,4.5
10149,9826,P1,4.9
10150,9826,P2,8.7
10151,8521,P1,9.1
10152,8521,P2,8.7
10153,8288,P1,3.8
10154,8288,P2,6.8
10155,6369,P1,5.5
10156,6369,P2,7.8
10157,2048,P1,6.0
10158,2048,P2,7.8
10159,2849,P1,4.1
10160,2849,P2,5.0
10161,6066,P1,8.7
10162,6066,P2,6.1
10163,7933,P1,6.3
10164,7933,P2,6.8
10165,563,P1,9.3
10166,563,P2,5.1
10167,8525,P1,9.3
10168,8525,P2,7.6
10169,2011,P1,7.5
10170,2011,P2,6.3
10171,3410,P1,8.0
10172,3410,P2,4.4
10173,1729,P1,8.3
10174,1729,P2,8.0
10175,790,P1,5.2
10176,790,P2,7.0
10177,1208,P1,6.1
10178,1208,P2,7.9
10179,2763,P1,4.4
10180,2763,P2,5.3
10181,5217,P1,4.4
10182,5217,P2,8.3
10183,9043,P1,7.3
10184,9043,P2,4.7
10185,9640,P1,5.7
10186,9640,P2,8.7
10187,9624,P1,7.6
10188,9624,P2,9.2
10189,7472,P1,5.4
10190,7472,P2,9.4
10191,8336,P1,8.3
10192,8336,P2,5.3
10193,4056,P1,8.9
10194,4056,P2,9.1
10195,9978,P1,3.7
10196,9978,P2,9.8
10197,107,P1,7.0
10198,107,P2,4.1
10199,7970,P1,9.0
10200,7970,P2,7.2
10201,843,P1,5.0
10202,843,P2,5.5
10203,6035,P1,8.6
10204,6035,P2,4.4
10205,836,P1,9.2
10206,836,P2,8.8
10207,7689,P1,5.2
10208,7689,P2,4.5
10209,5772,P1,8.9
10210,5772,P2,8.6
10211,8370,P1,6.5
10212,8370,P2,4.8
10213,7981,P1,8.7
10214,7981,P2,7.2
10215,3324,P1,7.4
10216,3324,P2,9.4
10217,9714,P1,5.7
10218,9714,P2,5.2
10219,5496,P1,3.5
10220,5496,P2,4.2
10221,9214,P1,9.0
10222,9214,P2,9.1
10223,9457,P1,6.4
10224,9457,P2,9.8
10225,7337,P1,9.3
10226,7337,P2,4.4
10227,614,P1,4.1
10228,614,P2,4.4
10229,2860,P1,8.9
10230,2860,P2,8.4
10231,8558,P1,4.9
10232,8558,P2,5.3
10233,2219,P1,8.0
10234,2219,P2,9.0
10235,6027,P1,5.9
10236,6027,P2,5.6
10237,1198,P1,4.6
10238,1198,P2,9.2
10239,5234,P1,8.4
10240,5234,P2,4.5
10241,6434,P1,6.3
10242,6434,P2,7.4
10243,2855,P1,7.3
10244,2855,P2,8.4
10245,1828,P1,7.3
10246,1828,P2,5.0
10247,2977,P1,7.8
10248,2977,P2,7.9
10249,9198,P1,4.3
10250,9198,P2,5.7
10251,9958,P1,5.6
10252,9958,P2,4.3
10253,7836,P1,7.1
10254,7836,P2,6.6
10255,7835,P1,4.5
10256,7835,P2,6.7
10257,8346,P1,8.0
10258,8346,P2,6.3
10259,4794,P1,5.4
10260,4794,P2,5.4
10261,4378,P1,3.5
10262,4378,P2,7.9
10263,9383,P1,5.1
10264,9383,P2,9.3
10265,11,P1,6.3
10266,11,P2,4.7
10267,6674,P1,8.2
10268,6674,P2,7.7
10269,3756,P1,6.6
10270,3756,P2,9.6
10271,7140,P1,3.2
10272,7140,P2,9.3
10273,7824,P1,6.9
10274,7824,P2,7.7
10275,7931,P1,8.7
10276,7931,P2,7.3
10277,2800,P1,5.0
10278,2800,P2,6.2
10279,2030,P1,8.6
10280,2030,P2,5.1
10281,5209,P1,9.4
10282,5209,P2,9.4
10283,2166,P1,6.4
10284,2166,P2,7.9
10285,5897,P1,5.6
10286,5897,P2,6.1
10287,9605,P1,8.5
10288,9605,P2,5.5
10289,4084,P1,6.1
10290,4084,P2,9.2
10291,9957,P1,9.3
10292,9957,P2,6.9
10293,5666,P1,8.0
10294,5666,P2,7.8
10295,2447,P1,9.1
10296,2447,P2,9.3
10297,6720,P1,6.5
10298,6720,P2,4.7
10299,926,P1,7.3
10300,926,P2,8.3
10301,8545,P1,7.2
10302,8545,P2,6.8
10303,4392,P1,8.5
10304,4392,P2,4.3
10305,6946,P1,6.8
10306,6946,P2,9.8
10307,7428,P1,4.9
10308,7428,P2,9.7
10309,1027,P1,8.7
10310,1027,P2,8.1
10311,5655,P1,8.0
10312,5655,P2,8.2
10313,9777,P1,3.6
10314,9777,P2,9.8
10315,3919,P1,6.5
10316,3919,P2,8.2
10317,9900,P1,9.3
10318,9900,P2,8.7
10319,9121,P1,7.5
10320,9121,P2,8.2
10321,3830,P1,6.4
10322,3830,P2,9.7
10323,2029,P1,7.4
10324,2029,P2,7.2
10325,4709,P1,5.6
10326,4709,P2,5.3
10327,6848,P1,3.5
10328,6848,P2,8.7
10329,8398,P1,3.6
10330,8398,P2,9.9
10331,2475,P1,6.1
10332,2475,P2,6.6
10333,9986,P1,7.3
10334,9986,P2,5.1
10335,4351,P1,9.0
10336,4351,P2,4.1
10337,8114,P1,3.9
10338,8114,P2,5.3
10339,3839,P1,8.0
10340,3839,P2,4.8
10341,9927,P1,3.0
10342,9927,P2,6.1
10343,5971,P1,7.2
10344,5971,P2,4.9
10345,512,P1,6.5
10346,512,P2,9.4
10347,9490,P1,9.0
10348,9490,P2,5.8
10349,9798,P1,7.7
10350,9798,P2,5.2
10351,9880,P1,4.0
10352,9880,P2,9.5
10353,3837,P1,7.7
10354,3837,P2,4.7
10355,3371,P1,5.9
10356,3371,P2,9.0
10357,7969,P1,4.8
10358,7969,P2,8.9
10359,6409,P1,8.2
10360,6409,P2,5.8
10361,4564,P1,8.3
10362,4564,P2,9.6
10363,7998,P1,4.0
10364,7998,P2,8.4
10365,2892,P1,6.7
10366,2892,P2,8.0
10367,6954,P1,8.7
10368,6954,P2,8.4
10369,3553,P1,3.4
10370,3553,P2,8.2
10371,3665,P1,9.5
10372,3665,P2,6.8
10373,8668,P1,8.1
10374,8668,P2,9.5
10375,2355,P1,7.2
10376,2355,P2,7.2
10377,1853,P1,4.5
10378,1853,P2,7.2
10379,2185,P1,6.9
10380,2185,P2,6.7
10381,7518,P1,9.4
10382,7518,P2,5.1
10383,4728,P1,7.4
10384,4728,P2,4.4
10385,5553,P1,5.3
10386,5553,P2,8.7
10387,4729,P1,6.5
10388,4729,P2,5.3
10389,7238,P1,4.5
10390,7238,P2,6.7
10391,1189,P1,7.0
10392,1189,P2,9.2
10393,3219,P1,3.7
10394,3219,P2,7.0
10395,2117,P1,9.1
10396,2117,P2,6.3
10397,1997,P1,7.1
10398,1997,P2,6.0
10399,6698,P1,4.2
10400,6698,P2,7.8
10401,5258,P1,6.4
10402,5258,P2,6.2
10403,2003,P1,7.0
10404,2003,P2,6.4
10405,7162,P1,8.5
10406,7162,P2,4.2
10407,7266,P1,6.2
10408,7266,P2,5.8
10409,2420,P1,9.5
10410,2420,P2,8.7
10411,3374,P1,4.2
10412,3374,P2,8.8
10413,9230,P1,4.2
10414,9230,P2,5.3
10415,8617,P1,7.1
10416,8617,P2,5.5
10417,3104,P1,7.1
10418,3104,P2,9.1
10419,7592,P1,5.0
10420,7592,P2,7.4
10421,7873,P1,8.5
10422,7873,P2,9.9
10423,8837,P1,5.4
10424,8837,P2,7.4
10425,4211,P1,7.8
10426,4211,P2,8.7
10427,984,P1,5.9
10428,984,P2,6.4
10429,6213,P1,9.3
10430,6213,P2,5.4
10431,2538,P1,4.9
10432,2538,P2,7.5
10433,460,P1,9.4
10434,460,P2,9.8
10435,2825,P1,7.0
10436,2825,P2,5.5
10437,934,P1,5.2
10438,934,P2,4.6
10439,4182,P1,6.3
10440,4182,P2,5.6
10441,2089,P1,3.1
10442,2089,P2,4.2
10443,4960,P1,9.4
10444,4960,P2,5.7
10445,7331,P1,5.3
10446,7331,P2,8.1
10447,2698,P1,5.0
10448,2698,P2,4.8
10449,2373,P1,4.1
10450,2373,P2,7.0
10451,8144,P1,7.4
10452,8144,P2,4.7
10453,2562,P1,7.3
10454,2562,P2,7.9
10455,7045,P1,8.4
10456,7045,P2,7.9
10457,2600,P1,6.5
10458,2600,P2,4.9
10459,9968,P1,7.5
10460,9968,P2,9.4
10461,9245,P1,5.7
10462,9245,P2,6.3
10463,733,P1,4.6
10464,733,P2,7.9
10465,2393,P1,8.8
10466,2393,P2,7.2
10467,2382,P1,5.1
10468,2382,P2,9.6
10469,9725,P1,3.4
10470,9725,P2,4.7
10471,1190,P1,9.4
10472,1190,P2,5.6
10473,3230,P1,3.4
10474,3230,P2,4.2
10475,3007,P1,7.0
10476,3007,P2,6.3
10477,6544,P1,5.9
10478,6544,P2,9.4
10479,5470,P1,9.1
10480,5470,P2,7.5
10481,8421,P1,4.8
10482,8421,P2,8.0
10483,3129,P1,4.2
10484,3129,P2,7.1
10485,6320,P1,5.1
10486,6320,P2,5.3
10487,5929,P1,3.5
10488,5929,P2,6.0
10489,8666,P1,4.6
10490,8666,P2,6.0
10491,8653,P1,3.9
10492,8653,P2,5.5
10493,1856,P1,4.2
10494,1856,P2,9.4
10495,2751,P1,4.8
10496,2751,P2,5.9
10497,4485,P1,5.9
10498,4485,P2,8.2
10499,4982,P1,8.2
10500,4982,P2,7.5
10501,1536,P1,7.0
10502,1536,P2,8.9
10503,1240,P1,3.4
10504,1240,P2,7.6
10505,5763,P1,9.1
10506,5763,P2,7.1
10507,4549,P1,7.6
10508,4549,P2,6.5
10509,9188,P1,8.9
10510,9188,P2,4.6
10511,4271,P1,4.0
10512,4271,P2,9.5
10513,4164,P1,5.5
10514,4164,P2,9.9
10515,7907,P1,5.0
10516,7907,P2,7.9
10517,7974,P1,7.9
10518,7974,P2,8.2
10519,2037,P1,3.9
10520,2037,P2,9.3
10521,1749,P1,5.2
10522,1749,P2,7.0
10523,4652,P1,8.8
10524,4652,P2,5.7
10525,8759,P1,4.6
10526,8759,P2,4.4
10527,2198,P1,5.9
10528,2198,P2,4.3
10529,6776,P1,6.8
10530,6776,P2,9.2
10531,3966,P1,6.8
10532,3966,P2,8.8
10533,880,P1,5.1
10534,880,P2,7.5
10535,7062,P1,6.8
10536,7062,P2,9.6
10537,3648,P1,9.3
10538,3648,P2,5.4
10539,1715,P1,5.2
10540,1715,P2,8.9
10541,5695,P1,6.4
10542,5695,P2,9.6
10543,291,P1,5.3
10544,291,P2,6.6
10545,2317,P1,4.0
10546,2317,P2,6.3
10547,9408,P1,7.6
10548,9408,P2,8.6
10549,4288,P1,7.5
10550,4288,P2,8.4
10551,704,P1,4.0
10552,704,P2,6.3
10553,1759,P1,6.9
10554,1759,P2,5.1
10555,6907,P1,7.1
10556,6907,P2,9.8
10557,7965,P1,7.3
10558,7965,P2,9.4
10559,5202,P1,5.7
10560,5202,P2,4.8
10561,2188,P1,5.5
10562,2188,P2,6.7
10563,3041,P1,7.4
10564,3041,P2,5.9
10565,2613,P1,3.6
10566,2613,P2,9.4
10567,877,P1,9.0
10568,877,P2,7.8
10569,4222,P1,8.5
10570,4222,P2,5.4
10571,3624,P1,7.7
10572,3624,P2,6.6
10573,8735,P1,3.9
10574,8735,P2,4.7
10575,3273,P1,4.3
10576,3273,P2,8.8
10577,2389,P1,8.2
10578,2389,P2,6.8
10579,6661,P1,9.0
10580,6661,P2,6.9
10581,8206,P1,3.3
10582,8206,P2,7.3
10583,6188,P1,5.0
10584,6188,P2,4.4
10585,7430,P1,4.8
10586,7430,P2,5.5
10587,650,P1,7.7
10588,650,P2,4.6
10589,7070,P1,7.3
10590,7070,P2,5.7
10591,2585,P1,6.0
10592,2585,P2,7.9
10593,3292,P1,8.8
10594,3292,P2,6.1
10595,7084,P1,6.8
10596,7084,P2,5.0
10597,3794,P1,3.4
10598,3794,P2,6.7
10599,1141,P1,4.3
10600,1141,P2,6.6
10601,7170,P1,3.6
10602,7170,P2,9.6
10603,5038,P1,3.2
10604,5038,P2,6.1
10605,6328,P1,7.1
10606,6328,P2,6.3
10607,4767,P1,5.3
10608,4767,P2,5.2
10609,4021,P1,3.9
10610,4021,P2,9.9
10611,419,P1,5.3
10612,419,P2,8.3
10613,1970,P1,3.7
10614,1970,P2,4.3
10615,9396,P1,3.8
10616,9396,P2,8.0
10617,5273,P1,5.0
10618,5273,P2,7.3
10619,1173,P1,4.9
10620,1173,P2,5.8
10621,9078,P1,5.3
10622,9078,P2,8.5
10623,1725,P1,3.7
10624,1725,P2,8.6
10625,5979,P1,3.1
10626,5979,P2,4.3
10627,6827,P1,9.2
10628,6827,P2,4.8
10629,5749,P1,3.3
10630,5749,P2,6.8
10631,5141,P1,6.4
10632,5141,P2,8.9
10633,7248,P1,9.2
10634,7248,P2,8.3
10635,8719,P1,7.2
10636,8719,P2,9.8
10637,6505,P1,8.2
10638,6505,P2,8.0
10639,6197,P1,5.1
10640,6197,P2,7.8
10641,6668,P1,3.3
10642,6668,P2,4.6
10643,6566,P1,9.2
10644,6566,P2,8.1
10645,6057,P1,3.0
10646,6057,P2,9.4
10647,6739,P1,7.8
10648,6739,P2,8.9
10649,6877,P1,7.5
10650,6877,P2,4.9
10651,5048,P1,6.1
10652,5048,P2,7.5
10653,634,P1,4.5
10654,634,P2,7.7
10655,4490,P1,8.0
10656,4490,P2,5.7
10657,8595,P1,9.1
10658,8595,P2,6.1
10659,8959,P1,9.3
10660,8959,P2,5.5
10661,9588,P1,7.5
10662,9588,P2,6.0
10663,4479,P1,6.7
10664,4479,P2,8.7
10665,1511,P1,5.2
10666,1511,P2,9.9
10667,5848,P1,3.5
10668,5848,P2,9.2
10669,4790,P1,5.6
10670,4790,P2,8.8
10671,9102,P1,3.4
10672,9102,P2,6.8
10673,3863,P1,6.9
10674,3863,P2,5.1
10675,6727,P1,3.8
10676,6727,P2,4.9
10677,4590,P1,9.0
10678,4590,P2,5.9
10679,6161,P1,6.0
10680,6161,P2,8.6
10681,8978,P1,7.9
10682,8978,P2,7.9
10683,846,P1,6.1
10684,846,P2,8.3
10685,3112,P1,9.2
10686,3112,P2,9.4
10687,8651,P1,7.0
10688,8651,P2,8.9
10689,6963,P1,8.7
10690,6963,P2,4.1
10691,2319,P1,8.1
10692,2319,P2,8.2
10693,38,P1,3.1
10694,38,P2,9.7
10695,9795,P1,9.4
10696,9795,P2,9.4
10697,8158,P1,6.9
10698,8158,P2,8.6
10699,7538,P1,8.6
10700,7538,P2,4.9
10701,4456,P1,6.0
10702,4456,P2,9.3
10703,2017,P1,9.0
10704,2017,P2,9.5
10705,7221,P1,3.2
10706,7221,P2,7.7
10707,1248,P1,3.1
10708,1248,P2,7.0
10709,7270,P1,5.1
10710,7270,P2,5.5
10711,5737,P1,7.9
10712,5737,P2,9.0
10713,4184,P1,5.1
10714,4184,P2,6.0
10715,6379,P1,4.2
10716,6379,P2,7.0
10717,7779,P1,5.3
10718,7779,P2,9.6
10719,6785,P1,3.9
10720,6785,P2,4.5
10721,7917,P1,3.9
10722,7917,P2,5.8
10723,5119,P1,6.9
10724,5119,P2,8.5
10725,8403,P1,3.5
10726,8403,P2,4.3
10727,598,P1,4.9
10728,598,P2,8.0
10729,3189,P1,3.7
10730,3189,P2,5.1
10731,3513,P1,6.5
10732,3513,P2,7.7
10733,1418,P1,8.1
10734,1418,P2,8.7
10735,6450,P1,8.1
10736,6450,P2,5.3
10737,2180,P1,9.4
10738,2180,P2,9.5
10739,5103,P1,8.1
10740,5103,P2,5.9
10741,4231,P1,9.3
10742,4231,P2,5.5
10743,5696,P1,7.7
10744,5696,P2,9.0
10745,510,P1,6.7
10746,510,P2,9.0
10747,2777,P1,4.8
10748,2777,P2,6.2
10749,9166,P1,4.4
10750,9166,P2,5.6
10751,627,P1,9.4
10752,627,P2,6.6
10753,6892,P1,5.1
10754,6892,P2,4.5
10755,6693,P1,7.3
10756,6693,P2,4.7
10757,8846,P1,4.4
10758,8846,P2,8.8
10759,6560,P1,6.3
10760,6560,P2,5.9
10761,5569,P1,8.7
10762,5569,P2,4.4
10763,2194,P1,6.0
10764,2194,P2,4.6
10765,3903,P1,4.3
10766,3903,P2,6.4
10767,9187,P1,8.6
10768,9187,P2,9.1
10769,2057,P1,4.7
10770,2057,P2,9.2
10771,3215,P1,3.6
10772,3215,P2,5.1
10773,4337,P1,4.7
10774,4337,P2,5.1
10775,4497,P1,5.3
10776,4497,P2,5.4
10777,919,P1,4.7
10778,919,P2,8.2
10779,8811,P1,5.1
10780,8811,P2,7.7
10781,2205,P1,7.2
10782,2205,P2,9.4
10783,6316,P1,3.0
10784,6316,P2,7.4
10785,8152,P1,7.1
10786,8152,P2,7.8
10787,5869,P1,7.4
10788,5869,P2,6.7
10789,644,P1,5.4
10790,644,P2,5.7
10791,6588,P1,9.1
10792,6588,P2,6.5
10793,1444,P1,7.1
10794,1444,P2,4.2
10795,6169,P1,6.0
10796,6169,P2,9.6
10797,6813,P1,6.6
10798,6813,P2,9.7
10799,5295,P1,5.0
10800,5295,P2,4.6
10801,4979,P1,8.7
10802,4979,P2,4.6
10803,7208,P1,3.8
10804,7208,P2,9.3
10805,9431,P1,6.2
10806,9431,P2,5.5
10807,9688,P1,7.0
10808,9688,P2,8.5
10809,209,P1,4.0
10810,209,P2,4.6
10811,2160,P1,4.6
10812,2160,P2,4.3
10813,2109,P1,7.8
10814,2109,P2,8.2
10815,9084,P1,4.4
10816,9084,P2,4.4
10817,8909,P1,8.7
10818,8909,P2,6.0
10819,5463,P1,9.5
10820,5463,P2,4.1
10821,2376,P1,9.3
10822,2376,P2,6.9
10823,6082,P1,4.7
10824,6082,P2,8.0
10825,1462,P1,4.6
10826,1462,P2,6.1
10827,2018,P1,6.3
10828,2018,P2,4.1
10829,1585,P1,4.6
10830,1585,P2,8.2
10831,7626,P1,7.5
10832,7626,P2,7.9
10833,5270,P1,3.3
10834,5270,P2,9.2
10835,2546,P1,9.1
10836,2546,P2,4.5
10837,5540,P1,9.2
10838,5540,P2,8.4
10839,3005,P1,6.0
10840,3005,P2,7.6
10841,1653,P1,8.9
10842,1653,P2,5.2
10843,4185,P1,5.2
10844,4185,P2,4.6
10845,8926,P1,9.5
10846,8926,P2,8.1
10847,7745,P1,3.3
10848,7745,P2,7.7
10849,6600,P1,6.3
10850,6600,P2,4.2
10851,4751,P1,7.0
10852,4751,P2,9.1
10853,5395,P1,8.6
10854,5395,P2,7.0
10855,8685,P1,5.6
10856,8685,P2,4.7
10857,2371,P1,9.0
10858,2371,P2,7.2
10859,3691,P1,3.9
10860,3691,P2,6.8
10861,4585,P1,8.0
10862,4585,P2,5.6
10863,2608,P1,9.0
10864,2608,P2,7.6
10865,1180,P1,6.9
10866,1180,P2,8.0
10867,2634,P1,7.9
10868,2634,P2,6.6
10869,5425,P1,5.3
10870,5425,P2,7.6
10871,5522,P1,4.0
10872,5522,P2,8.0
10873,6502,P1,7.1
10874,6502,P2,9.2
10875,1154,P1,5.9
10876,1154,P2,8.9
10877,429,P1,9.1
10878,429,P2,6.1
10879,885,P1,7.3
10880,885,P2,9.6
10881,1812,P1,4.6
10882,1812,P2,8.8
10883,7009,P1,7.7
10884,7009,P2,4.5
10885,5518,P1,5.1
10886,5518,P2,5.1
10887,2794,P1,9.0
10888,2794,P2,7.1
10889,5939,P1,3.6
10890,5939,P2,7.1
10891,7001,P1,8.2
10892,7001,P2,9.9
10893,5344,P1,3.0
10894,5344,P2,8.3
10895,7940,P1,5.5
10896,7940,P2,4.3
10897,831,P1,6.4
10898,831,P2,9.0
10899,3084,P1,9.1
10900,3084,P2,8.8
10901,4015,P1,9.4
10902,4015,P2,5.9
10903,9906,P1,5.5
10904,9906,P2,5.8
10905,4146,P1,4.8
10906,4146,P2,6.4
10907,4281,P1,8.9
10908,4281,P2,7.9
10909,750,P1,8.6
10910,750,P2,8.2
10911,723,P1,8.5
10912,723,P2,8.7
10913,277,P1,4.5
10914,277,P2,6.7
10915,1731,P1,3.7
10916,1731,P2,7.8
10917,7252,P1,6.2
10918,7252,P2,8.5
10919,905,P1,5.4
10920,905,P2,5.1
10921,8381,P1,3.3
10922,8381,P2,5.8
10923,1875,P1,8.3
10924,1875,P2,5.8
10925,2421,P1,5.7
10926,2421,P2,9.2
10927,5307,P1,3.6
10928,5307,P2,4.2
10929,6837,P1,5.1
10930,6837,P2,6.5
10931,557,P1,8.2
10932,557,P2,9.1
10933,716,P1,5.9
10934,716,P2,4.2
10935,2630,P1,8.0
10936,2630,P2,9.1
10937,8597,P1,4.1
10938,8597,P2,5.6
10939,8475,P1,7.7
10940,8475,P2,9.2
10941,443,P1,6.3
10942,443,P2,7.5
10943,5238,P1,3.4
10944,5238,P2,9.0
10945,7515,P1,3.6
10946,7515,P2,5.0
10947,6773,P1,9.4
10948,6773,P2,8.5
10949,9652,P1,8.1
10950,9652,P2,8.5
10951,7235,P1,5.6
10952,7235,P2,9.9
10953,6053,P1,8.1
10954,6053,P2,9.0
10955,1693,P1,5.4
10956,1693,P2,4.6
10957,352,P1,6.2
10958,352,P2,5.4
10959,2071,P1,9.0
10960,2071,P2,9.7
10961,5075,P1,9.5
10962,5075,P2,6.7
10963,5961,P1,9.2
10964,5961,P2,8.7
10965,5248,P1,7.8
10966,5248,P2,9.7
10967,4359,P1,4.7
10968,4359,P2,5.9
10969,8745,P1,4.4
10970,8745,P2,8.5
10971,513,P1,4.4
10972,513,P2,4.2
10973,290,P1,5.3
10974,290,P2,5.2
10975,8866,P1,4.6
10976,8866,P2,6.1
10977,4019,P1,7.6
10978,4019,P2,8.1
10979,2041,P1,8.0
10980,2041,P2,9.3
10981,3842,P1,5.8
10982,3842,P2,5.5
10983,8359,P1,7.8
10984,8359,P2,9.0
10985,4871,P1,6.2
10986,4871,P2,4.8
10987,9553,P1,4.3
10988,9553,P2,5.8
10989,7736,P1,9.0
10990,7736,P2,7.7
10991,4401,P1,6.8
10992,4401,P2,6.6
10993,8022,P1,4.3
10994,8022,P2,5.2
10995,6370,P1,8.2
10996,6370,P2,8.9
10997,8654,P1,9.4
10998,8654,P2,7.3
10999,1078,P1,5.1
11000,1078,P2,5.9
11001,9158,P1,7.5
11002,9158,P2,5.9
11003,4443,P1,9.4
11004,4443,P2,8.5
11005,3733,P1,4.9
11006,3733,P2,4.4
11007,9442,P1,5.4
11008,9442,P2,4.2
11009,3263,P1,9.0
11010,3263,P2,8.5
11011,8143,P1,9.4
11012,8143,P2,8.0
11013,5978,P1,5.7
11014,5978,P2,7.1
11015,8856,P1,4.5
11016,8856,P2,4.6
11017,5116,P1,3.4
11018,5116,P2,4.5
11019,281,P1,9.2
11020,281,P2,9.8
11021,4402,P1,9.5
11022,4402,P2,6.3
11023,6423,P1,5.9
11024,6423,P2,6.1
11025,7893,P1,6.4
11026,7893,P2,4.1
11027,5576,P1,5.0
11028,5576,P2,8.6
11029,3638,P1,4.6
11030,3638,P2,4.2
11031,5785,P1,4.4
11032,5785,P2,7.4
11033,6041,P1,8.1
11034,6041,P2,7.6
11035,806,P1,6.2
11036,806,P2,6.1
11037,4432,P1,3.2
11038,4432,P2,5.4
11039,5711,P1,4.9
11040,5711,P2,9.4
11041,6375,P1,7.2
11042,6375,P2,7.3
11043,3046,P1,3.5
11044,3046,P2,9.7
11045,6340,P1,8.6
11046,6340,P2,6.2
11047,4716,P1,8.4
11048,4716,P2,8.9
11049,6568,P1,4.7
11050,6568,P2,7.7
11051,227,P1,4.6
11052,227,P2,9.8
11053,3736,P1,3.3
11054,3736,P2,5.9
11055,1255,P1,9.2
11056,1255,P2,7.3
11057,5885,P1,6.9
11058,5885,P2,10.0
11059,5527,P1,8.8
11060,5527,P2,8.1
11061,822,P1,6.1
11062,822,P2,6.6
11063,1576,P1,5.5
11064,1576,P2,7.4
11065,5160,P1,7.3
11066,5160,P2,6.2
11067,7317,P1,7.5
11068,7317,P2,5.7
11069,9973,P1,6.3
11070,9973,P2,7.0
11071,5065,P1,5.1
11072,5065,P2,4.0
11073,7304,P1,7.6
11074,7304,P2,6.6
11075,8964,P1,9.3
11076,8964,P2,4.7
11077,7895,P1,4.9
11078,7895,P2,7.9
11079,7049,P1,5.0
11080,7049,P2,5.6
11081,760,P1,7.3
11082,760,P2,5.4
11083,7375,P1,4.7
11084,7375,P2,7.1
11085,116,P1,8.2
11086,116,P2,5.5
11087,5911,P1,7.6
11088,5911,P2,8.6
11089,6344,P1,6.9
11090,6344,P2,6.8
11091,6762,P1,6.8
11092,6762,P2,4.7
11093,8129,P1,7.9
11094,8129,P2,8.1
11095,6898,P1,3.2
11096,6898,P2,7.4
11097,672,P1,6.0
11098,672,P2,6.8
11099,2053,P1,3.6
11100,2053,P2,5.3
11101,2472,P1,4.5
11102,2472,P2,5.0
11103,8583,P1,5.5
11104,8583,P2,9.5
11105,7576,P1,3.8
11106,7576,P2,4.4
11107,5064,P1,5.3
11108,5064,P2,6.1
11109,4176,P1,8.6
11110,4176,P2,5.6
11111,6014,P1,7.5
11112,6014,P2,8.3
11113,253,P1,4.7
11114,253,P2,5.3
11115,4806,P1,8.1
11116,4806,P2,5.4
11117,1570,P1,4.6
11118,1570,P2,7.2
11119,9288,P1,5.5
11120,9288,P2,9.1
11121,781,P1,6.8
11122,781,P2,7.0
11123,7593,P1,8.9
11124,7593,P2,6.0
11125,7721,P1,5.9
11126,7721,P2,7.8
11127,362,P1,4.0
11128,362,P2,5.2
11129,4759,P1,3.4
11130,4759,P2,8.1
11131,3081,P1,5.4
11132,3081,P2,7.3
11133,7284,P1,6.9
11134,7284,P2,4.6
11135,193,P1,5.3
11136,193,P2,9.7
11137,3690,P1,9.5
11138,3690,P2,4.1
11139,6531,P1,4.7
11140,6531,P2,5.9
11141,4293,P1,9.4
